;tid;act;emotion;sentiment;text
1789;2017-En-41432;sta;['joy', 'sadness'];positive;@asjoshtaylor sadly I don't think I'll see you on tour, but have fun, you're gonna rock! 🎉👌🏻💙 #HotForMeTour
1790;2017-En-11246;sta;['anger', 'disgust', 'joy'];negative;Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz #sting
1791;2017-En-21209;sta;['anger', 'disgust', 'sadness'];negative;That's an awful miss from Rooney.
1792;2017-En-10505;sta;['anger', 'disgust'];negative;Egyptian officials expressed frustration and outrage over the Obama/Hillary administration’s support of the Muslim Brotherhood
1793;2017-En-31001;exp;['joy', 'optimism'];positive;Your #smile is a messenger of your good will.
1794;2017-En-31139;sta;['joy', 'optimism'];positive;@matildaswish it's great to see Matilda so happy in her new chair it will provide her with access to lots of new experiences. #smiling
1795;2017-En-31201;sta;['joy', 'optimism'];positive;Ahh when my voice gets better I've been asked to play :D id be more than #happy to do that
1796;2017-En-40244;que;['anger', 'disgust', 'sadness'];negative;@eehbahmum WHY?! Did they want to make you plummet in to the depths of despair??
1797;2017-En-10291;exp;['anger'];negative;#Anger or #wrath is an intense emotional response.
1798;2017-En-40879;sta;['anticipation', 'optimism', 'trust'];negative;@xaninaany I'm so serious DM me I'll tell u more
1799;2017-En-20958;sta;['optimism'];positive;@SalmonDelicious @bigdickkishibae I lost it at 18. Like, really not a big deal. Don't worry about trivial shit like that.
1800;2017-En-40485;exp;['anger', 'disgust', 'optimism'];negative;@JoyceCarolOates \nBreath. You are trending despondent. Mrs Clinton will win. If you keep your gloves on, guard up, and punch like hell.
1801;2017-En-21080;exp;['optimism', 'trust'];negative;I have learned over the years that when one's mind is made up, this diminishes fear. –Rosa Parks #quotes #motivation
1802;2017-En-22206;sta;['sadness', 'trust'];negative;I wish harry would start tweeting people again
1803;2017-En-41271;exp;['anger', 'disgust'];negative;TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself
1804;2017-En-20649;exp;['fear', 'optimism'];negative;☊Focusing primarily on the person you’re talking to rather than yourself and the impression you’re making lessens social anxiety.
1805;2017-En-10937;exp;['anger', 'disgust'];negative;@gayla_weeks1 I try not to let my anger seep into reviews, but I resent having my time wasted on books like that. Time is precious.
1806;2017-En-10312;sta;['anger', 'disgust'];negative;@Idubbbz @LeafyIsHere  I am offended
1807;2017-En-21482;sta;['joy'];positive;@imjustatrankk awe yay wish i could rt /:
1808;2017-En-40504;sta;['anticipation', 'sadness'];negative;@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process
1809;2017-En-10009;que;['anger', 'disgust'];negative;How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off.
1810;2017-En-40202;sta;['anger', 'pessimism'];negative;I don't want the pity of my instructors but I'd like some understanding. I'm truly trying despite ALL circumstances that make me discouraged
1811;2017-En-20940;sta;['fear'];negative;Check out @VovimPrgel - From Scotland #gamer #YouTuber #vlogger #designer #animator #artist. TY for following The Wake  #horrorfilm
1812;2017-En-21234;exp;['anger', 'disgust', 'fear'];negative;Trying to book holiday flights on @britishairways website is becoming a #nightmare
1813;2017-En-20218;exp;['anger', 'disgust', 'fear'];negative;@MaryamNSharif I think just becz u have so much terror in pak nd urself being  a leader u forgot d difference btw a leader nd terrorist !
1814;2017-En-30836;exp;['anticipation', 'joy', 'optimism'];positive;@Geminiak @LondonNPC you're welcome! #wordgeek \nAlso, good to put a face to the twitter feed, even if it was only a cheery hello! 😀
1815;2017-En-40892;sug;['anger', 'anticipation', 'optimism', 'trust'];positive;@AriZernial @NesquikMills don't let him discourage you Z! That's one of the best ideas yet!
1816;2017-En-10119;sug;['anger', 'anticipation', 'disgust'];negative;@XemitSellsMagic add tracking but resent them
1817;2017-En-20842;sta;['joy', 'optimism'];positive;When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 #despondency
1818;2017-En-11431;exp;['anger', 'disgust', 'pessimism', 'sadness'];negative;I freaking hate working with #word on my phone #rage #write #writing #writerslife #writerproblems #writer
1819;2017-En-11443;que;['anticipation', 'surprise'];negative;What's with all pre industrial revolution-esque footwear? You guys tryin out for grapes of wrath today?
1820;2017-En-30197;sta;['joy', 'love', 'optimism'];positive;Watch this amazing live.ly broadcast by @katyy.mae #lively #musically
1821;2017-En-21853;sug;['anger', 'anticipation', 'disgust', 'optimism'];positive;@sethwieck you should do a TED Talk on 'bubledygook'! I'm sure you could convince the masses to distrust those decrying TED Talks!
1822;2017-En-20541;exp;['surprise'];neutral;Ronaldo has been shocking. He's tried to do skill twice and he's nearly fallen over both times
1823;2017-En-41499;exp;['fear', 'sadness'];negative;I am worried that she felt safe. #unhappy
1824;2017-En-20737;sta;['disgust', 'sadness'];negative;@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. #horrible
1825;2017-En-10551;sta;['anger', 'disgust'];negative;@hoytschile fury road!!
1826;2017-En-31172;exp;['joy'];positive;It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #punny #lol #hilarious
1827;2017-En-11248;sug;['anger'];negative;If angry, bash out your frustration on the pastry #GBBO
1828;2017-En-10421;que;['anger', 'disgust', 'sadness'];negative;@cxmbeferre so you WOULDNT date me????? #offended
1829;2017-En-20670;que;['anger', 'disgust'];negative;@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any  #sexism
1830;2017-En-10597;exp;['anger', 'disgust', 'pessimism'];negative;Trumpism likewise rests on a bed of racial resentment that was made knowingly and intentionally, long before Trump got into politics.
1831;2017-En-21276;exp;['anticipation', 'fear', 'optimism', 'surprise'];positive;"The ecosystem is meant to break thru the wall of #apprehension. It's easy to follow a fave music star &amp; watch their goings on–but #dentists?"
1832;2017-En-41333;sta;['anger', 'disgust', 'optimism'];negative;#savemoney and #savelifes @ your #openbar @your #weddingreception. Close it 1-2 hours early, forcing your guests to sober up before driving.
1833;2017-En-30800;sta;[];positive;As the birds begin to chirp, I try to sleep. #Jetlag
1834;2017-En-41033;oth;['pessimism', 'sadness'];negative;@hamzakhawaja99 just die depression.
1835;2017-En-41117;exp;['sadness'];negative;This has been the most depressing week full of rain ever lol
1836;2017-En-30221;exp;['joy', 'optimism'];positive;15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga #smile #stretch
1837;2017-En-21186;sta;['anticipation'];negative;On @Varneyco/@FoxBusiness to talk latest on #Chelsea Bombing + #Ahmad_Khan_Rahami's trips to #Afghanistan/#Pakistan #tcot
1838;2017-En-31405;sta;['joy', 'sadness'];negative;crying because @msleamichele's snapchat is bringing on some serious #glee feels 😭❤
1839;2017-En-20756;exp;['anger', 'disgust', 'sadness'];negative;@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. #awful
1840;2017-En-11654;sta;['anger', 'disgust', 'pessimism', 'sadness'];negative;Stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing  #thatsmyluck
1841;2017-En-21467;sta;['anticipation', 'disgust', 'fear', 'pessimism'];negative;@dilancliff @jackcourtney95 @ConnorGarnett1 Connor said he's worried that Jack will steal his girls on a night out #nervous
1842;2017-En-21195;sta;['joy', 'love', 'surprise'];positive;At school, my classmate is with me at music class and he sang Hallelujah like, god, with my friend we were breathless.
1843;2017-En-21557;que;['fear'];negative;Have the producers of @soverybritish ever been outside of their country? These are universal problems. #worldwide #anxiety
1844;2017-En-30873;sta;['anger'];negative;If yiu don't respond .o an email within 7 days, you willxbe killed by an animated gif of the girl froa The Ri.g.
1845;2017-En-11361;oth;['anticipation', 'joy', 'love', 'optimism'];negative;@TDsNation only good thing in madden is DC
1846;2017-En-21525;sta;[];neutral;What's up Cowboys?
1847;2017-En-21405;sta;['disgust', 'pessimism', 'sadness'];negative;Multitasking .... I may have to induce these seeds of mine to sleep. #restless
1848;2017-En-21162;sug;[];negative;@madhav_pastey moral of the story, never check mails in the night. PS. Most notices have nothing much to worry about. @ashwinikn
1849;2017-En-31519;sta;[];positive;Come to the @BullSkitComedy FUNdraiser this Fri. at 8pm @TheScottBlock. Because #pie + #face = !
1850;2017-En-30050;sta;['joy', 'love'];positive;Thank you @twitter for the balloons today. #smile #goodday #48
1851;2017-En-20992;sta;['joy', 'optimism'];positive;@darwinwatersons @pennyfitzger31 @gumballwatter15 ok but why tomorrow a horrible day, my day was great!
1852;2017-En-21178;sta;['anticipation', 'joy', 'optimism'];positive;Okay. Brace yourself. I will attempt my first loaf of bread in the morning. I will use a dutch oven. I will make the dough now.
1853;2017-En-31054;sta;['joy', 'love'];positive;@Gennneral thanks gen!! Love you miss you happy birthday natong duha 💘💘
1854;2017-En-21510;sta;['anger', 'disgust', 'fear', 'sadness'];negative;@KissFMUK rescue my morning, turned up to the gym an hour early before it opened! #nightmare ☝️
1855;2017-En-10526;sta;['anger', 'sadness'];negative;Chris ate all my mac n cheese so imma eat all his taffy
1856;2017-En-11478;sta;['anticipation', 'joy', 'optimism'];negative;hey long time no tweet but im rooting for paul to win bc he is the only one that played bb and james for 2nd bc he doesnt irritate me #BB18
1857;2017-En-10308;exp;['anger', 'disgust', 'sadness'];negative;@everycolorbot more like every color looks the same #triggered #colorblind #offended
1858;2017-En-41470;sta;['anticipation', 'joy', 'optimism'];neutral;Up on melancholy hill
1859;2017-En-21697;oth;[];neutral;Back on my
1860;2017-En-21457;que;['joy', 'optimism'];positive;Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you. #faith #leadership  #mindfulness #success
1861;2017-En-11229;sta;[];neutral;"A 28 yr old man threw a saucepan of boiling water at a garda, &amp; then hit the garda with the shaft of a brush...Letterkenny District Court."
1862;2017-En-10653;exp;['anger'];negative;@sippycoups if it hurts too much to eat, i read somewhere that marshmallows are good bc they are soft and don't irritate
1863;2017-En-10393;exp;['anger', 'disgust'];negative;@arppaul @chetanlfc @mannkakhiladi @dey_spandan @umeroffcial  Comparing Akshay Sir with this zandu balm is an insult to Akshay Sir.
1864;2017-En-40704;que;['optimism', 'surprise'];positive;Hello fellow #horror #creepy #dark #stange #story fans, how's your day? #followme and I'll #followback
1865;2017-En-11323;exp;['anticipation', 'joy', 'trust'];negative;@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!🐆 I think we have a good shot of beating Deep Run tomorrow!
1866;2017-En-40074;sta;['sadness'];negative;I don't think I can go to work tomorrow since val has left #GBBO I need a day to mourn
1867;2017-En-11251;sta;['anger', 'disgust', 'joy', 'sadness'];negative;All the young people are so bitter about how the older contestants probably know how to make Bakewell Tarts 😂 #GBBO
1868;2017-En-21891;exp;[];negative;@Ganypede I notice that nice people believe in a nice god and horrid people believe in a horrid god who happens to hate everybody they hate.
1869;2017-En-10635;exp;['anger'];negative;When anger rises, think of the consequences. #quote #wisdom #anger
1870;2017-En-31514;exp;['joy', 'optimism'];positive;"Literally dying &amp; living at the same time as I catch up on @adrian_ver 's twitter. If you aren't following him your life is BASIC."
1871;2017-En-10935;exp;[];negative;@TrevorHMoore @paget_old In Scotland, the right-wingers are the most rabid anti-nationalists. Socialists are mostly in favour.
1872;2017-En-40294;exp;['anger', 'disgust', 'joy'];negative;The new lock sound is grim
1873;2017-En-11607;exp;['anger', 'disgust', 'sadness'];negative;@MJPWGaming exactly not some flaming reject from fast and furious
1874;2017-En-30888;sta;['joy', 'optimism'];positive;@tomlinmayniac starting my new challenge ! A glee poll every day !
1875;2017-En-30467;exp;['joy', 'optimism'];positive;Whether you are rejoicing or fighting back tears, God wants to share the moment with you.
1876;2017-En-30977;sta;['joy', 'love', 'optimism'];positive;It's all about #redwine and #glee
1877;2017-En-31396;sug;['anticipation', 'joy', 'optimism'];positive;Melissa Benoist and Grant Gustin HAVE to do a musical crossover episode! #glee origins #arrowverse
1878;2017-En-20425;exp;['anger', 'disgust', 'sadness'];negative;can't believe Mint fest is two days away and i hate my outfit 😩😩🙈
1879;2017-En-31469;sta;['optimism', 'pessimism', 'sadness'];negative;My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!!
1880;2017-En-40726;exp;['anticipation', 'pessimism'];negative;There is no dark side in the moon. In fact, it's all dark.'\nGerry O'Driscoll at the end of 'The Dark side of the Moon'
1881;2017-En-40669;sta;['anger', 'disgust'];negative;@BillSwindell @DePauwU @dick_nixon I was having breakfast when I seen this?! I blew my cereal in the #sink!!
1882;2017-En-31072;sta;['joy', 'optimism'];positive;@MariamVeiszadeh why sick. I am rejoicing that it is only half
